conflict_new_id,conflict_name,dyad_new_id,dyad_name,type_of_violence,active_year,country,conflict_dyad,dyad_ep_start,dyad_ep_end,dyad_recurrence_date,dyad_ep_id,conf_ep_start,conf_ep_end,conf_recurrence_date,conf_ep_id,location,incompatibility,territory_name,type_of_conflict,region,conf_subid,conf_recurrence,confactor_recurrence,dyad_recurrence,factions,link_type_1,link_id_1,link_type_2,link_id_2,link_type_3,link_id_3,link_type_4,link_id_4,link_type_5,link_id_5,link_type_6,link_id_6,dyad_recurrence_years,conf_recurrence_years,conf_ep_low,conf_ep_best,conf_ep_high,dyad_ep_low,dyad_ep_best,dyad_ep_high,conf_ep_freq,dyad_ep_freq,cont_dyad,cont_conf
253,Myanmar (Burma): Karenni,511,Government of Myanmar (Burma) - KNPP,1,0,Myanmar (Burma),253_511,7/1/1995,7/9/1999,2/4/2001,253_511_1999,7/1/1995,7/9/1999,2/4/2001,253_1999,Myanmar (Burma),1,Karenni,3,3,1,1,1,1,,,,,,,,,,,,,,2,2,147,147,361,147,147,361,20,20,0,0
253,Myanmar (Burma): Karenni,511,Government of Myanmar (Burma) - KNPP,1,0,Myanmar (Burma),253_511,2/4/2001,10/26/2007,10/16/2010,253_511_2007,2/4/2001,10/26/2007,10/16/2010,253_2007,Myanmar (Burma),1,Karenni,3,3,1,2,1,2,,,,,,,,,,,,,,3,3,124,124,133,124,124,133,30,30,0,0
253,Myanmar (Burma): Karenni,511,Government of Myanmar (Burma) - KNPP,1,0,Myanmar (Burma),253_511,10/16/2010,12/24/2010,1/1/2012,253_511_2010,10/16/2010,12/24/2010,1/1/2012,253_2010,Myanmar (Burma),1,Karenni,3,3,1,1,1,1,,,,,,,,,,,,,,2,2,9,9,9,9,9,9,3,3,0,0
253,Myanmar (Burma): Karenni,511,Government of Myanmar (Burma) - KNPP,1,0,Myanmar (Burma),253_511,1/1/2012,6/29/2012,12/20/2017,253_511_2012,1/1/2012,6/29/2012,12/20/2017,253_2012,Myanmar (Burma),1,Karenni,3,3,1,1,1,1,,,,,,,,,,,,,,5,5,15,15,15,15,15,15,3,3,0,0
253,Myanmar (Burma): Karenni,511,Government of Myanmar (Burma) - KNPP,1,0,Myanmar (Burma),253_511,12/20/2017,12/20/2017,,253_511_2017,12/20/2017,12/20/2017,,253_2017,Myanmar (Burma),1,Karenni,3,3,1,0,0,0,,,,,,,,,,,,,,,,0,0,4,0,0,4,1,1,0,0
259,Iraq: Government,521,Government of Iraq - SCIRI,1,1,Iraq,259_521,4/19/1991,10/25/1996,3/5/2004,259_521_1996,4/19/1991,10/25/1996,12/12/2003,259_1996,Iraq,2,,3,2,1,2,2,1,,3,420_883_2003,,,,,,,,,,,8,7,993,993,1933,993,993,1933,85,85,0,0
259,Iraq: Government,521,Government of Iraq - SCIRI,1,0,Iraq,259_521,3/5/2004,3/5/2004,,259_521_2004,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,1,0,0,0,,3,420_883_2003,,,,,,,,,,,,,60670,62895,72013,5,5,5,5298,1,0,0
259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,1,0,Iraq,259_523,12/12/2003,9/13/2009,2/8/2011,259_523_2009,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,2,0,0,1,1,3,420_883_2003,1,259_525_2007,,,,,,,,,2,,60670,62895,72013,838,912,1019,5298,125,0,0
259,Iraq: Government,523,Government of Iraq - Ansar al-Islam,1,1,Iraq,259_523,2/8/2011,10/13/2011,,259_523_2011,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,2,0,0,0,,,,,,,,,,,,,,,,60670,62895,72013,27,27,27,5298,2,0,0
259,Iraq: Government,524,Government of Iraq - IS,1,1,Iraq,259_524,5/17/2004,12/22/2018,,259_524_2018,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,3,0,0,0,,,,,,,,,,,,,,,,60670,62895,72013,57167,59237,67058,5298,4827,0,0
259,Iraq: Government,525,Government of Iraq - RJF,1,1,Iraq,259_525,10/3/2004,11/16/2007,,259_525_2007,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,2,0,0,0,2,3,420_883_2003,2,259_523_2009,,,,,,,,,,,60670,62895,72013,198,209,299,5298,41,0,0
259,Iraq: Government,13891,Government of Iraq - al-Mahdi Army,1,0,Iraq,259_13891,4/4/2004,11/16/2005,1/5/2007,259_13891_2005,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,2,0,0,0,,3,420_883_2003,,,,,,,,,,,2,,60670,62895,72013,1263,1267,1914,5298,110,0,0
259,Iraq: Government,13891,Government of Iraq - al-Mahdi Army,1,0,Iraq,259_13891,1/5/2007,2/4/2009,,259_13891_2009,12/12/2003,12/22/2018,,259_2018,Iraq,2,,3,2,2,0,0,0,,,,,,,,,,,,,,,,60670,62895,72013,1172,1238,1691,5298,192,0,0
260,Lebanon: Government,532,Government of Lebanon - Forces of Michel Aoun,1,1,Lebanon,260_532,1/1/1989,10/13/1990,,260_532_1990,1/1/1989,10/13/1990,,260_1990,Lebanon,2,,4,2,1,0,0,0,,,,,,,,,,,,,,,,1006,1411,1706,801,1158,1416,140,79,0,0
260,Lebanon: Government,533,Government of Lebanon - Lebanese Forces,1,1,Lebanon,260_533,4/17/1989,9/22/1989,,260_533_1989,1/1/1989,10/13/1990,,260_1990,Lebanon,2,,4,2,1,0,0,0,,,,,,,,,,,,,,,,1006,1411,1706,205,253,290,140,61,0,0
262,Laos: Government,537,Government of Laos - LRM,1,1,Laos,262_537,8/25/1989,3/11/1990,7/3/2000,262_537_1990,8/25/1989,3/11/1990,7/3/2000,262_1990,Laos,2,,3,3,1,1,1,1,,,,,,,,,,,,,,10,10,75,279,279,75,279,279,6,6,0,0
262,Laos: Government,537,Government of Laos - LRM,1,0,Laos,262_537,7/3/2000,7/3/2000,,262_537_2000,7/3/2000,7/3/2000,,262_2000,Laos,2,,3,3,1,0,0,0,,,,,,,,,,,,,,,,5,5,5,5,5,5,1,1,0,0
264,Myanmar (Burma): Shan,549,Government of Myanmar (Burma) - MTA,1,0,Myanmar (Burma),264_549,5/22/1993,5/5/1996,,264_549_1996,5/22/1993,9/24/2002,5/13/2004,264_2002,Myanmar (Burma),1,Shan,3,3,1,1,2,3,-99,3,422_887_1997,-99,264_550_2002,,,,,,,,,,2,1408,1430,2217,833,833,1549,80,30,1,0
264,Myanmar (Burma): Shan,550,Government of Myanmar (Burma) - RCSS,1,1,Myanmar (Burma),264_550,1/1/1996,9/24/2002,5/13/2004,264_550_2002,5/22/1993,9/24/2002,5/13/2004,264_2002,Myanmar (Burma),1,Shan,3,3,1,1,2,1,-99,-99,264_549_1996,,,,,,,,,,,2,2,1408,1430,2217,575,597,668,80,50,0,0
264,Myanmar (Burma): Shan,550,Government of Myanmar (Burma) - RCSS,1,1,Myanmar (Burma),264_550,5/13/2004,10/10/2013,9/7/2015,264_550_2013,5/13/2004,10/2/2016,7/9/2018,264_2016,Myanmar (Burma),1,Shan,3,3,1,1,2,1,,,,,,,,,,,,,,2,2,592,606,892,291,304,316,113,60,0,0
264,Myanmar (Burma): Shan,550,Government of Myanmar (Burma) - RCSS,1,0,Myanmar (Burma),264_550,9/7/2015,10/2/2016,7/9/2018,264_550_2016,5/13/2004,10/2/2016,7/9/2018,264_2016,Myanmar (Burma),1,Shan,3,3,1,1,2,1,,,,,,,,,,,,,,2,2,592,606,892,20,20,26,113,11,0,0
264,Myanmar (Burma): Shan,550,Government of Myanmar (Burma) - RCSS,1,0,Myanmar (Burma),264_550,7/9/2018,7/12/2018,,264_550_2018,7/9/2018,7/12/2018,,264_2018,Myanmar (Burma),1,Shan,3,3,1,0,0,0,,,,,,,,,,,,,,,,1,1,13,1,1,13,1,1,0,0
264,Myanmar (Burma): Shan,11972,Government of Myanmar (Burma) - SSPP,1,0,Myanmar (Burma),264_11972,11/22/2006,11/22/2006,3/1/2011,264_11972_2006,5/13/2004,10/2/2016,7/9/2018,264_2016,Myanmar (Burma),1,Shan,3,3,1,1,2,2,,,,,,,,,,,,,,5,2,592,606,892,2,2,2,113,1,0,0
264,Myanmar (Burma): Shan,11972,Government of Myanmar (Burma) - SSPP,1,1,Myanmar (Burma),264_11972,3/1/2011,9/11/2011,2/9/2013,264_11972_2011,5/13/2004,10/2/2016,7/9/2018,264_2016,Myanmar (Burma),1,Shan,3,3,1,1,2,1,,,,,,,,,,,,,,2,2,592,606,892,140,141,143,113,22,0,0
264,Myanmar (Burma): Shan,11972,Government of Myanmar (Burma) - SSPP,1,0,Myanmar (Burma),264_11972,2/9/2013,5/15/2016,,264_11972_2016,5/13/2004,10/2/2016,7/9/2018,264_2016,Myanmar (Burma),1,Shan,3,3,1,1,2,0,,,,,,,,,,,,,,,2,592,606,892,139,139,405,113,19,0,0
265,DR Congo (Zaire): Katanga,12009,Government of DR Congo (Zaire) - Kata Katanga,1,0,DR Congo (Zaire),265_12009,12/4/2011,7/20/2016,,265_12009_2016,12/4/2011,7/20/2016,,265_2016,DR Congo (Zaire),1,Katanga,3,4,1,0,0,0,,,,,,,,,,,,,,,,162,196,217,162,196,217,31,31,0,0
267,Ethiopia: Government,558,Government of Ethiopia - EPRDF,1,1,Ethiopia,267_558,1/6/1989,5/28/1991,,267_558_1991,1/6/1989,6/2/1991,,267_1991,Ethiopia,2,,3,4,2,0,0,4,,5,267_12104_1991,,,,,,,,,,,,,41908,41908,42975,41269,41269,42119,105,99,1,0
267,Ethiopia: Government,559,Government of Ethiopia - Military faction (forces of Amsha Desta and Merid Negusie),1,1,Ethiopia,267_559,5/16/1989,6/29/1989,,267_559_1989,1/6/1989,6/2/1991,,267_1991,Ethiopia,2,,3,4,1,0,0,0,,3,275_1991,,,,,,,,,,,,,41908,41908,42975,37,37,54,105,4,0,0
267,Ethiopia: Government,12104,Government of Ethiopia - Military faction (Harar garrison),1,1,Ethiopia,267_12104,5/30/1991,6/2/1991,,267_12104_1991,1/6/1989,6/2/1991,,267_1991,Ethiopia,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,41908,41908,42975,602,602,802,105,2,0,0
269,Nepal: Government,562,Government of Nepal - CPN-M,1,1,Nepal,269_562,2/25/1996,9/21/2006,12/4/2009,269_562_2006,2/25/1996,9/21/2006,12/4/2009,269_2006,Nepal,2,,3,3,1,2,1,2,,,,,,,,,,,,,,3,3,8436,9915,10664,8436,9915,10664,3699,3699,0,0
269,Nepal: Government,562,Government of Nepal - CPN-M,1,0,Nepal,269_562,12/4/2009,12/5/2009,,269_562_2009,12/4/2009,12/5/2009,,269_2009,Nepal,2,,3,3,1,0,0,0,,,,,,,,,,,,,,,,7,9,9,7,9,9,2,2,0,0
271,Iraq: Kurdistan,564,Government of Iraq - KDP,1,0,Iraq,271_564,1/1/1989,7/28/1992,,271_564_1992,1/1/1989,7/28/1992,3/8/1995,271_1992,Iraq,1,Kurdistan,3,2,1,2,2,0,,3,354_781_2018,,,,,,,,,,,,3,1418,1418,2800,358,358,1618,20,8,0,0
271,Iraq: Kurdistan,565,Government of Iraq - PUK,1,1,Iraq,271_565,1/1/1989,3/13/1992,3/8/1995,271_565_1992,1/1/1989,7/28/1992,3/8/1995,271_1992,Iraq,1,Kurdistan,3,2,1,2,2,2,,3,354_781_2018,,,,,,,,,,,3,3,1418,1418,2800,1060,1060,1182,20,12,0,0
271,Iraq: Kurdistan,565,Government of Iraq - PUK,1,1,Iraq,271_565,3/8/1995,9/30/1996,,271_565_1996,3/8/1995,9/30/1996,,271_1996,Iraq,1,Kurdistan,3,2,1,0,0,0,,3,205_406_1996,3,354_781_2018,,,,,,,,,,,618,618,668,618,618,668,17,17,0,0
275,Ethiopia: Eritrea,571,Government of Ethiopia - EPLF,1,1,Ethiopia,275_571,1/3/1989,5/31/1991,,275_571_1991,1/3/1989,5/31/1991,,275_1991,Ethiopia,1,Eritrea,3,4,1,3,0,3,,4,409_865_2000,,,,,,,,,,,,,43467,43470,43470,43467,43470,43470,50,50,1,1
277,Venezuela: Government,575,Government of Venezuela - Military faction (forces of Hugo Chávez) ,1,1,Venezuela,277_575,2/4/1992,11/27/1992,,277_575_1992,2/4/1992,11/27/1992,,277_1992,Venezuela,2,,3,5,1,0,0,0,,,,,,,,,,,,,,,,144,144,263,144,144,263,4,4,0,0
283,DR Congo (Zaire): Government,584,Government of DR Congo (Zaire) - AFDL,1,1,DR Congo (Zaire),283_584,1/1/1996,5/17/1997,,283_584_1997,1/1/1996,9/29/2001,1/18/2006,283_2001,DR Congo (Zaire),2,,3,4,1,2,2,5,,3,314_2018,3,374_1994,,,,,,,,,,5,12857,13738,18945,5215,5761,6678,185,42,0,0
283,DR Congo (Zaire): Government,585,Government of DR Congo (Zaire) - MLC,1,0,DR Congo (Zaire),283_585,11/1/1998,3/9/2001,,283_585_2001,1/1/1996,9/29/2001,1/18/2006,283_2001,DR Congo (Zaire),2,,3,4,2,2,2,0,,,,,,,,,,,,,,,5,12857,13738,18945,2360,2578,3609,185,40,0,0
283,DR Congo (Zaire): Government,586,Government of DR Congo (Zaire) - RCD,1,1,DR Congo (Zaire),283_586,8/1/1998,9/29/2001,,283_586_2001,1/1/1996,9/29/2001,1/18/2006,283_2001,DR Congo (Zaire),2,,3,4,2,2,2,0,3,1,283_588_2008,,,,,,,,,,,,5,12857,13738,18945,5282,5399,8658,185,103,0,0
283,DR Congo (Zaire): Government,588,Government of DR Congo (Zaire) - CNDP,1,1,DR Congo (Zaire),283_588,1/18/2006,10/29/2008,,283_588_2008,1/18/2006,10/29/2008,11/7/2010,283_2008,DR Congo (Zaire),2,,3,4,2,2,3,0,4,2,283_586_2001,3,374_12102_2012,1,283_11982_2013,,,,,,,,2,1056,1184,1401,1056,1184,1401,38,38,0,0
283,DR Congo (Zaire): Government,10509,Government of DR Congo (Zaire) - APCLS,1,0,DR Congo (Zaire),283_10509,10/6/2012,1/22/2018,,283_10509_2018,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,5,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,209,228,283,386,27,0,0
283,DR Congo (Zaire): Government,11377,Government of DR Congo (Zaire) - CNPSC (Yakutumba),1,0,DR Congo (Zaire),283_11377,11/7/2010,11/8/2015,1/1/2017,283_11377_2015,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,4,0,0,2,,,,,,,,,,,,,,2,,5987,6526,9028,145,166,199,386,32,0,0
283,DR Congo (Zaire): Government,11377,Government of DR Congo (Zaire) - CNPSC (Yakutumba),1,1,DR Congo (Zaire),283_11377,1/1/2017,12/14/2018,,283_11377_2018,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,4,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,528,528,540,386,56,0,0
283,DR Congo (Zaire): Government,11982,Government of DR Congo (Zaire) - M23,1,1,DR Congo (Zaire),283_11982,4/29/2012,11/4/2013,1/27/2017,283_11982_2013,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,2,0,0,2,4,2,283_588_2008,,,,,,,,,,,4,,5987,6526,9028,1753,1812,1923,386,59,0,0
283,DR Congo (Zaire): Government,11982,Government of DR Congo (Zaire) - M23,1,1,DR Congo (Zaire),283_11982,1/27/2017,2/22/2017,,283_11982_2017,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,28,28,32,386,4,0,0
283,DR Congo (Zaire): Government,12463,Government of DR Congo (Zaire) - Forces of Paul Joseph Mukungubila,1,1,DR Congo (Zaire),283_12463,12/30/2013,12/30/2013,,283_12463_2013,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,3,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,92,92,92,386,4,0,0
283,DR Congo (Zaire): Government,14929,Government of DR Congo (Zaire) - Kamuina Nsapu,1,1,DR Congo (Zaire),283_14929,7/21/2016,11/7/2018,,283_14929_2018,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,6,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,3059,3499,5762,386,150,0,0
283,DR Congo (Zaire): Government,15135,Government of DR Congo (Zaire) - MNR,1,1,DR Congo (Zaire),283_15135,6/16/2017,6/24/2017,,283_15135_2017,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,-99,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,73,73,73,386,4,0,0
283,DR Congo (Zaire): Government,15336,Government of DR Congo (Zaire) - UPLC,1,1,DR Congo (Zaire),283_15336,1/9/2018,12/8/2018,,283_15336_2018,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,-99,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,40,40,46,386,14,0,0
283,DR Congo (Zaire): Government,15389,Government of DR Congo (Zaire) - CMC,1,1,DR Congo (Zaire),283_15389,2/12/2017,11/5/2018,,283_15389_2018,11/7/2010,12/14/2018,,283_2018,DR Congo (Zaire),2,,3,4,5,0,0,0,,,,,,,,,,,,,,,,5987,6526,9028,60,60,78,386,36,0,0
287,Burundi: Government,593,Government of Burundi - Palipehutu,1,1,Burundi,287_593,11/23/1991,4/13/1992,2/18/1995,287_593_1992,8/13/1990,4/13/1992,9/1/1994,287_1992,Burundi,2,,3,4,1,1,2,2,-99,-99,287_595_1990,1,287_596_2008,,,,,,,,,3,2,340,340,619,333,333,612,13,12,0,0
287,Burundi: Government,593,Government of Burundi - Palipehutu,1,0,Burundi,287_593,2/18/1995,7/2/1995,,287_593_1995,9/1/1994,8/22/2008,10/4/2012,287_2008,Burundi,2,,3,4,1,2,3,0,,,,,,,,,,,,,,,4,7435,8278,13152,13,13,18,829,6,0,0
287,Burundi: Government,594,Government of Burundi - CNDD,1,1,Burundi,287_594,9/1/1994,5/12/1998,,287_594_1998,9/1/1994,8/22/2008,10/4/2012,287_2008,Burundi,2,,3,4,1,2,3,0,3,1,287_597_2003,,,,,,,,,,,,4,7435,8278,13152,1456,1510,3061,829,136,0,0
287,Burundi: Government,595,Government of Burundi - Frolina,1,0,Burundi,287_595,8/13/1990,8/13/1990,10/27/1995,287_595_1990,8/13/1990,4/13/1992,9/1/1994,287_1992,Burundi,2,,3,4,1,1,2,1,-99,-99,287_593_1992,,,,,,,,,,,5,2,340,340,619,7,7,7,13,1,0,0
287,Burundi: Government,595,Government of Burundi - Frolina,1,0,Burundi,287_595,10/27/1995,11/3/1995,10/20/1997,287_595_1995,9/1/1994,8/22/2008,10/4/2012,287_2008,Burundi,2,,3,4,1,2,3,1,,,,,,,,,,,,,,2,4,7435,8278,13152,4,4,7,829,2,0,0
287,Burundi: Government,595,Government of Burundi - Frolina,1,1,Burundi,287_595,10/20/1997,11/26/1997,,287_595_1997,9/1/1994,8/22/2008,10/4/2012,287_2008,Burundi,2,,3,4,1,2,3,0,,,,,,,,,,,,,,,4,7435,8278,13152,31,131,329,829,8,0,0
287,Burundi: Government,596,Government of Burundi - Palipehutu-FNL,1,1,Burundi,287_596,3/14/1997,8/22/2008,,287_596_2008,9/1/1994,8/22/2008,10/4/2012,287_2008,Burundi,2,,3,4,1,2,3,0,4,2,287_593_1992,,,,,,,,,,,,4,7435,8278,13152,4006,4189,5906,829,418,0,0
287,Burundi: Government,597,Government of Burundi - CNDD-FDD ,1,1,Burundi,287_597,6/6/1998,10/17/2003,,287_597_2003,9/1/1994,8/22/2008,10/4/2012,287_2008,Burundi,2,,3,4,1,2,3,5,4,2,287_594_1998,,,,,,,,,,,,4,7435,8278,13152,1925,2431,3831,829,259,0,0
287,Burundi: Government,14528,Government of Burundi - Military faction (forces of Godefroid Niyombare),1,1,Burundi,287_14528,5/14/2015,7/11/2015,,287_14528_2015,12/30/2014,3/22/2016,9/14/2018,287_2016,Burundi,2,,3,4,3,1,2,3,-99,4,287_14649_2016,,,,,,,,,,,,2,200,200,205,46,46,49,15,6,1,0
287,Burundi: Government,14649,Government of Burundi - FPB,1,0,Burundi,287_14649,12/11/2015,3/22/2016,,287_14649_2016,12/30/2014,3/22/2016,9/14/2018,287_2016,Burundi,2,,3,4,1,1,2,0,,,,,,,,,,,,,,,2,200,200,205,95,95,97,15,6,0,0
287,Burundi: Government,14842,Government of Burundi - RED-TABARA ,1,0,Burundi,287_14842,10/4/2012,10/24/2012,12/30/2014,287_14842_2012,10/4/2012,10/24/2012,12/30/2014,287_2012,Burundi,2,,3,4,2,2,2,1,,,,,,,,,,,,,,2,2,10,10,10,10,10,10,2,2,0,0
287,Burundi: Government,14842,Government of Burundi - RED-TABARA ,1,0,Burundi,287_14842,12/30/2014,1/1/2015,9/14/2018,287_14842_2015,12/30/2014,3/22/2016,9/14/2018,287_2016,Burundi,2,,3,4,2,1,2,2,,,,,,,,,,,,,,3,2,200,200,205,59,59,59,15,3,0,0
287,Burundi: Government,14842,Government of Burundi - RED-TABARA ,1,0,DR Congo (Zaire),287_14842,9/14/2018,11/14/2018,,287_14842_2018,9/14/2018,11/14/2018,,287_2018,Burundi,2,,3,4,2,0,0,0,,,,,,,,,,,,,,,,23,23,25,23,23,25,4,4,0,0
288,Chad: Government,606,Government of Chad - Islamic Legion,1,1,Chad,288_606,10/30/1989,11/16/1990,,288_606_1990,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,1,2,2,0,,,,,,,,,,,,,,,2,2925,2925,12533,487,487,2934,58,12,0,0
288,Chad: Government,607,Government of Chad - MOSANAT,1,1,Chad,288_607,2/28/1989,3/3/1989,,288_607_1989,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,1,2,2,3,,4,288_609_1990,,,,,,,,,,,,2,2925,2925,12533,50,50,50,58,2,1,0
288,Chad: Government,608,Government of Chad - Revolutionary Forces of 1 April ,1,1,Sudan,288_608,10/14/1989,10/20/1989,,288_608_1989,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,1,2,2,3,,4,288_609_1990,,,,,,,,,,,,2,2925,2925,12533,30,30,700,58,1,1,0
288,Chad: Government,609,Government of Chad - MPS,1,1,Chad,288_609,3/25/1990,11/24/1990,,288_609_1990,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,1,2,2,5,6,6,288_607_1989,6,288_608_1989,5,288_610_1995,,,,,,,,2,2925,2925,12533,1100,1100,6833,58,7,0,0
288,Chad: Government,610,Government of Chad - MDD,1,0,Chad,288_610,12/24/1991,6/11/1995,12/15/1997,288_610_1995,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,1,2,2,1,,,,,,,,,,,,,,2,2,2925,2925,12533,797,797,1451,58,18,0,0
288,Chad: Government,610,Government of Chad - MDD,1,1,Chad,288_610,12/15/1997,12/31/1997,,288_610_1997,10/30/1997,12/14/2003,12/18/2005,288_2003,Chad,2,,4,4,1,2,2,0,,,,,,,,,,,,,,,2,2075,2075,3190,39,39,39,39,1,0,0
288,Chad: Government,611,Government of Chad - Military faction (forces of Maldoum Bada Abbas),1,1,Chad,288_611,10/13/1991,10/13/1991,,288_611_1991,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,2,2,2,0,,,,,,,,,,,,,,,2,2925,2925,12533,43,43,43,58,3,0,0
288,Chad: Government,612,Government of Chad - CNR,1,1,Chad,288_612,6/17/1992,12/31/1994,,288_612_1994,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,2,2,2,0,,,,,,,,,,,,,,,2,2925,2925,12533,165,165,165,58,5,0,0
288,Chad: Government,613,Government of Chad - CSNPD,1,1,Chad,288_613,2/21/1992,6/24/1994,9/6/2000,288_613_1994,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,2,2,2,2,1,1,288_615_1994,,,,,,,,,,,6,2,2925,2925,12533,163,163,267,58,6,0,0
288,Chad: Government,613,Government of Chad - CSNPD,1,0,Chad,288_613,9/6/2000,9/6/2000,,288_613_2000,10/30/1997,12/14/2003,12/18/2005,288_2003,Chad,2,,4,4,2,2,2,0,,,,,,,,,,,,,,,2,2075,2075,3190,4,4,4,39,1,0,0
288,Chad: Government,614,Government of Chad - FNT,1,1,Chad,288_614,1/1/1992,1/23/1994,,288_614_1994,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,2,2,2,0,,,,,,,,,,,,,,,2,2925,2925,12533,81,81,81,58,3,0,0
288,Chad: Government,615,Government of Chad - FARF,1,0,Chad,288_615,8/12/1994,8/12/1994,10/30/1997,288_615_1994,2/28/1989,6/11/1995,10/30/1997,288_1995,Chad,2,,4,4,2,2,2,1,2,2,288_613_1994,,,,,,,,,,,3,2,2925,2925,12533,9,9,9,58,1,0,0
288,Chad: Government,615,Government of Chad - FARF,1,1,Chad,288_615,10/30/1997,3/15/1998,,288_615_1998,10/30/1997,12/14/2003,12/18/2005,288_2003,Chad,2,,4,4,2,2,2,0,,,,,,,,,,,,,,,2,2075,2075,3190,92,92,92,39,2,0,0
288,Chad: Government,616,Government of Chad - MDJT,1,1,Chad,288_616,2/1/1999,12/14/2003,,288_616_2003,10/30/1997,12/14/2003,12/18/2005,288_2003,Chad,2,,4,4,2,2,2,0,3,1,288_620_2008,,,,,,,,,,,,2,2075,2075,3190,1940,1940,3055,39,35,0,0
288,Chad: Government,617,Government of Chad - FUCD,1,0,Chad,288_617,12/18/2005,9/13/2007,,288_617_2007,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,3,,4,288_619_2007,,,,,,,,,,,,7,2614,2614,5240,1000,1000,1377,55,13,1,0
288,Chad: Government,618,Government of Chad - RAFD,1,0,Chad,288_618,5/29/2006,12/6/2007,,288_618_2007,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,3,,4,288_620_2008,4,288_621_2009,,,,,,,,,,7,2614,2614,5240,41,41,622,55,6,1,0
288,Chad: Government,619,Government of Chad - UFDD,1,1,Chad,288_619,10/23/2006,11/26/2007,,288_619_2007,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,3,6,4,288_620_2008,6,288_617_2007,4,288_621_2009,,,,,,,,7,2614,2614,5240,408,408,1472,55,12,1,0
288,Chad: Government,620,Government of Chad - AN ,1,1,Chad,288_620,1/28/2008,12/15/2008,,288_620_2008,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,0,6,6,288_619_2007,6,288_618_2007,,,,,,,,,,7,2614,2614,5240,991,991,1361,55,12,0,0
288,Chad: Government,621,Government of Chad - UFR,1,1,Chad,288_621,4/18/2009,7/16/2009,,288_621_2009,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,0,6,6,288_619_2007,6,288_622_2007,6,288_618_2007,-99,288_622_2010,,,,,,7,2614,2614,5240,131,131,324,55,8,0,0
288,Chad: Government,622,Government of Chad - FPRN,1,0,Chad,288_622,12/6/2007,12/6/2007,4/24/2010,288_622_2007,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,3,,4,288_621_2009,4,288_621_2009,,,,,,,,,3,7,2614,2614,5240,1,1,1,55,1,1,0
288,Chad: Government,622,Government of Chad - FPRN,1,1,Sudan,288_622,4/24/2010,4/28/2010,,288_622_2010,12/18/2005,4/28/2010,8/18/2017,288_2010,Chad,2,,4,4,2,1,2,0,,,,,,,,,,,,,,,7,2614,2614,5240,42,42,83,55,3,0,0
288,Chad: Government,15676,Government of Chad - CCMSR,1,1,Chad,288_15676,8/18/2017,9/13/2018,,288_15676_2018,8/18/2017,9/13/2018,,288_2018,Chad,2,,4,4,2,0,0,0,,,,,,,,,,,,,,,,44,45,101,44,45,101,4,4,0,0
